,anime_id,name,genre,type,episodes,rating,members
3964,17233,The House,"Drama, Fantasy, Kids",Movie,1,6.76,242
3975,9706,Canaan: Minorikawa Report 201X Shanghai,"Action, Seinen",Special,1,6.75,5516
3977,2627,Doraemon: It's New Year!,"Comedy, Kids, Sci-Fi, Shounen",Special,1,6.75,476
3980,504,Fatal Fury: The Motion Picture,"Action, Adventure, Drama, Martial Arts, Romance, Shounen",Movie,1,6.75,7101
3991,16906,Line Offline: Salaryman,Comedy,TV,114,6.75,1190
3992,1445,Mach GoGoGo,"Adventure, Cars, Shounen, Sports",TV,52,6.75,6253
4001,28619,Ranpo Kitan: Game of Laplace,Mystery,TV,11,6.75,66777
4003,4173,Shigofumi Picture Drama,Comedy,Special,7,6.75,2804
4008,12935,Utakata Hanabi,Music,Music,1,6.75,1375
4013,1998,Amazing Nuts!,"Adventure, Music, Police, Romance, Sci-Fi",Music,4,6.74,6650
4015,4197,Blue Dragon: Tenkai no Shichi Ryuu,"Adventure, Comedy, Fantasy, Supernatural",TV,51,6.74,6667
4016,1194,Coyote Ragtime Show,"Action, Adventure, Comedy, Mecha, Sci-Fi, Shounen",TV,12,6.74,13036
4017,5618,Dokonjou Gaeru,"Comedy, Slice of Life",TV,103,6.74,378
4024,6975,Koro no Dai Sanpo,Adventure,Special,1,6.74,1055
4025,3866,Kuro ga Ita Natsu,"Drama, Historical",Movie,1,6.74,344
4041,10390,.hack//Quantum: Sore ike! Bokura no Chimuchimu-chan!!,"Comedy, Game",Special,3,6.73,5249
4055,6117,Gokujou!! Mecha Mote Iinchou,"Comedy, Romance, School, Shoujo",TV,51,6.73,4162
4064,9934,Nekogami Yaoyorozu,"Comedy, Seinen, Slice of Life, Supernatural",TV,12,6.73,12486
4066,32383,Osomatsu-san Short Film Series,"Comedy, Parody",Special,8,6.73,3051
4070,3806,Sasuga no Sarutobi,"Action, Adventure, Comedy, Martial Arts, Romance, Sports",TV,69,6.73,483
4071,8542,Shin Ace wo Nerae!,"Drama, Romance, School, Shoujo, Sports",TV,25,6.73,562
4086,5266,Choujuu Kishin Dancougar: God Bless Dancougar,"Action, Mecha, Sci-Fi",OVA,1,6.72,667
4087,4450,Chrno Crusade: Az demo Wakaru Chrno Crusade Kouza,"Adventure, Comedy, Demons, Historical, Supernatural",Special,11,6.72,8496
4088,1853,Cutey Honey F,"Action, Adventure, Comedy, Magic, Romance, Sci-Fi, Shoujo",TV,39,6.72,3495
4103,4119,Juushin Liger,"Action, Mecha, Sci-Fi",TV,43,6.72,575
4110,3641,Naisho no Tsubomi,"Kids, Romance, School, Shoujo, Slice of Life, Supernatural",OVA,3,6.72,5135
4121,2284,Transformers: Car Robots,"Adventure, Comedy, Mecha, Sci-Fi, Shounen",TV,39,6.72,2524
4125,446,Weiß Kreuz Glühen,"Action, Drama, Shounen",TV,13,6.72,7043
4131,16119,Chouyaku Hyakuninisshu: Uta Koi. - Sake to Kikoushi ~ Murasaki Kishikibu to Kintou,"Historical, Josei",Special,1,6.71,1029
4135,4244,Ginga Shippuu Sasuraiger,"Action, Adventure, Mecha",TV,43,6.71,399
4139,2074,Kero Kero Chime,"Adventure, Comedy, Fantasy",TV,30,6.71,567
4141,20723,Kyousou Giga (TV) Recaps,"Action, Fantasy, Supernatural",Special,2,6.71,7322
4145,33181,Nijiiro Days OVA,"Comedy, Romance, School, Shoujo, Slice of Life",OVA,1,6.73,4088
4148,32360,Qualidea Code,"Action, Magic, Supernatural",TV,12,6.71,56854
4155,916,Tokkou,"Action, Comedy, Horror, Mystery, Police, Supernatural",TV,13,6.71,30836
4159,6748,Yokuwakaru Gendaimahou 00,"Comedy, Magic",Special,1,6.71,4991
4160,3325,Yuusha Exkaiser,"Action, Mecha, Sci-Fi, Shounen",TV,48,6.71,648
4166,2804,Hana no Mahoutsukai Mary Bell,"Adventure, Fantasy, Magic, Shoujo",TV,50,6.7,1033
4168,2086,NG Knight Ramune & 40 DX: Wakuwaku Jikuu - Honoo no Daisousasen,"Adventure, Comedy, Fantasy, Shounen",OVA,3,6.7,421
4174,30103,Precure All Stars Movie: Haru no Carnival♪ - Ima Koko kara,"Fantasy, Magic, Music, Shoujo",Music,1,6.7,501
4178,33173,Sansha Sanyou Specials,"Comedy, School, Slice of Life",Special,3,6.7,2177
4194,2211,Jumping,Adventure,Movie,1,6.69,2341
4196,1658,Karakuri no Kimi,"Action, Comedy, Fantasy, Historical, Horror, Martial Arts, Samurai, Shounen, Supernatural",OVA,1,6.69,2884
4220,16518,Arata Kangatari,"Adventure, Fantasy, Shounen",TV,12,6.68,38819
4221,11103,Busou Shinki Moon Angel,"Action, Sci-Fi",ONA,10,6.68,9743
4222,6383,Chargeman Ken!,"Action, Adventure, Sci-Fi, Shounen",TV,65,6.68,427
4226,1661,Cutey Honey,"Action, Adventure, School, Sci-Fi",TV,25,6.68,6596
4228,11385,Digimon Xros Wars: Toki wo Kakeru Shounen Hunter-tachi,"Action, Adventure, Comedy, Fantasy, Shounen",TV,25,6.68,11963
4233,1694,iDOLM@STER Xenoglossia,"Action, Comedy, Mecha, Sci-Fi",TV,26,6.68,15338
4235,23711,Kakumei no Wakaki Sora,"Drama, Historical",OVA,1,6.68,379
4237,2568,Kojika Monogatari,Drama,TV,52,6.68,291
4244,5957,Nyoro-n Churuya-san,Comedy,ONA,13,6.68,21340
4247,4794,Pokemon: Pikachu no Dokidoki Kakurenbo,"Adventure, Comedy, Fantasy, Kids",Movie,1,6.68,7539
4250,12267,Takara-sagashi,"Adventure, Fantasy, Kids",Movie,1,6.68,533
4251,2686,Tetsujin 28-gou,"Adventure, Mecha, Sci-Fi, Shounen",TV,96,6.68,1194
4254,7568,Umineko no Naku Koro ni Specials,"Comedy, Parody",Special,26,6.68,10913
4265,1348,Bubblegum Crash,"Action, Adventure, Mecha, Sci-Fi, Shounen",OVA,3,6.67,4826
4283,5288,RahXephon Specials,"Action, Drama, Mecha, Music, Mystery, Romance, Sci-Fi",Special,2,6.67,2566
4284,31593,Rokka no Yuusha Picture Drama,"Action, Adventure, Fantasy, Magic, Mystery",Special,3,6.68,3912
4290,9494,Soukyuu no Fafner: Arcadian Memory,"Action, Drama, Mecha, Military, Sci-Fi",OVA,2,6.67,1723
4291,13679,Tottoko Hamtarou Hai!,"Adventure, Kids",TV,77,6.67,1616
4297,3389,Bus Gamer,Action,TV,3,6.66,20550
4301,3185,Fortune Quest L,"Adventure, Comedy, Fantasy, Magic",TV,26,6.66,845
4302,11307,Ginga Patrol PJ,"Drama, Military, Sci-Fi, Space",TV,26,6.66,316
4304,2895,Kujiratori,Adventure,Movie,1,6.66,1572
4310,31144,Mottainai,Slice of Life,Special,1,6.66,2234
4316,10916,Pokemon: Pikachu no Fuyuyasumi (2000),"Adventure, Comedy, Fantasy, Kids",OVA,2,6.67,4379
4319,10384,Sono Hanabira ni Kuchizuke wo: Reo x Mai Diaries,"Comedy, Romance, School, Shoujo Ai",ONA,10,6.66,5125
4324,5535,Tottoi,"Adventure, Drama, Kids, Slice of Life",Movie,1,6.66,280
4337,29231,Fushigiboshi no☆Futagohime Gyu! Recap,"Comedy, Magic, Shoujo",OVA,1,6.65,220
4340,3433,Go-Q-Choji Ikkiman,"Sci-Fi, Sports",TV,32,6.65,295
4344,11583,Kami nomi zo Shiru Sekai: Natsu-iro Surprise,Music,Music,1,6.65,5772
4374,1733,eX-Driver: Nina & Rei Danger Zone,"Action, Cars, Sci-Fi",OVA,1,6.64,2297
4375,1799,Fatal Fury: Legend of the Hungry Wolf,"Action, Adventure, Drama, Martial Arts, Romance, Shounen",OVA,1,6.64,5353
4379,14145,"Hanayaka Nari, Waga Ichizoku: Kinetograph","Drama, Historical, Josei",OVA,2,6.64,8305
4381,3100,Kamen Rider SD Kaiki?! Kumo Otoko,"Action, Parody",OVA,1,6.64,575
4382,5153,Kikou Kai Galient,"Action, Fantasy, Mecha, Sci-Fi",TV,25,6.64,1164
4384,21241,Kyoukai no Kanata: Idol Saiban! Mayoi Nagara mo Kimi wo Sabaku Tami,Comedy,ONA,5,6.64,19389
4387,2306,Mobile Suit SD Gundam's Counterattack,"Comedy, Mecha, Parody",OVA,2,6.64,1982
4388,4536,Muteki Robo Trider G7,"Comedy, Mecha, Sci-Fi, Space",TV,50,6.64,350
4395,684,Tenshi no Shippo Chu!,"Fantasy, Magic, Romance",TV,11,6.64,3674
4398,33377,"Trickster: Edogawa Ranpo ""Shounen Tanteidan"" yori",Mystery,TV,24,6.64,52260
4402,32311,Beautiful World,"Action, Drama, Mecha, Music, Sci-Fi",Music,1,6.62,1215
4404,2640,Doraemon: It's Summer!,"Adventure, Comedy, Fantasy, Kids, Shounen",Special,1,6.63,487
4406,26053,Futari wa Precure: Splash☆Star Maji★Doki♥ Theater,"Action, Comedy, Fantasy, Magic, Shoujo",Movie,1,6.63,609
4410,23137,Girls und Panzer Heartful Tank Disc Picture Drama,"Military, School",Special,4,6.63,2296
4411,8839,Gundam Neo Experience 0087: Green Divers,"Adventure, Mecha, Space",Movie,1,6.63,1849
4412,2207,Hamelin no Violin Hiki: The Movie,"Adventure, Comedy, Fantasy",Movie,1,6.63,1551
4413,25861,Inugami-san to Nekoyama-san Special,"Comedy, School, Shoujo Ai",Special,1,6.63,7062
4418,6509,Kiteretsu Daihyakka,"Comedy, Drama, Slice of Life",TV,331,6.63,1083
4423,30088,Ryoutei no Aji,Slice of Life,Special,4,6.63,538
4424,8900,Saru Getchu: On Air 2nd,"Adventure, Comedy, Fantasy, Kids, Romance, Shounen",TV,51,6.63,263
4425,4067,Shin Megami Tensei Devil Children,"Action, Adventure, Demons, Fantasy, Game, Kids, Magic, Sci-Fi, Supernatural",TV,50,6.63,1110
4430,12317,Upotte!!,"Action, Comedy, Military, Seinen",ONA,10,6.63,43759
4433,30953,Arslan Senki (TV) Specials,Comedy,Special,8,6.62,5241
4439,3842,Doubutsu Takarajima,Adventure,Movie,1,6.62,818
4446,15279,Kira Kira 5th Anniversary Live Anime: Kick Start Generation,Music,OVA,1,6.62,1381
4447,799,Kokoro Toshokan,"Comedy, Drama, Slice of Life",TV,13,6.62,3748
4463,2626,The☆Doraemons: Mushimushi Pyonpyon Daisakusen!,Fantasy,Movie,1,6.62,479
4467,312,Ace wo Nerae!: Final Stage,"Action, Drama, Sports",OVA,12,6.61,714
4475,20441,Meitantei Holmes: Mrs. Hudson Hitojichi Jiken no Maki / Dover Kaikyou no Daikuuchuusen no Maki,"Adventure, Comedy, Mystery",Movie,1,6.61,260
4476,30384,Miss Monochrome: The Animation 2,"Comedy, Music, Slice of Life",TV,13,6.61,12064
4477,4314,Nanami-chan 2nd Series,"Comedy, Kids",TV,16,6.61,336
4481,11069,Pokemon: Pikachu no Fushigi na Fushigi na Daibouken,"Adventure, Comedy, Fantasy, Kids",Special,1,6.61,3088
4482,1964,Sakura Taisen: Ecole de Paris,"Action, Adventure, Game, Harem, Mecha, Sci-Fi",OVA,3,6.61,2201
4492,810,Android Ana Maico 2010,"Comedy, Drama, Sci-Fi, Seinen",TV,24,6.6,1896
4495,7578,Gokinjo Monogatari the Movie,"Comedy, Drama, Romance",Movie,1,6.6,1343
4497,23787,Hi☆sCoool! SeHa Girls,"Comedy, Game",TV,13,6.6,7440
4513,17551,Shakugan no Shana: Shana & Yuuji no Naze Nani Shana! Nandemo Shitsumon-bako!,"Comedy, Fantasy, Supernatural",Special,1,6.6,3965
4516,12439,Soukou Kihei Votoms: Vol.1 Stories of the 'A.T. Votoms',"Action, Drama, Mecha, Military, Sci-Fi",OVA,1,6.6,289
4521,8965,Tottoko Hamtarou OVA 3: Hamuchanzu to Niji no Kuni no Oujisama - Sekai de Ichiban no Takaramono,"Adventure, Comedy, Kids",OVA,1,6.6,745
4525,29863,Anata wo Zutto Aishiteru,"Adventure, Kids",Movie,1,6.59,520
4527,9795,Atashin'chi Movie,Comedy,Movie,1,6.59,260
4528,25457,Avengers Confidential: Black Widow to Punisher,"Action, Sci-Fi, Seinen",Movie,1,6.59,1742
4535,7336,Cyborg 009: Chou Ginga Densetsu,"Action, Sci-Fi, Space",Movie,1,6.59,1003
4539,16199,Girls und Panzer: Shoukai Shimasu!,"Military, School",Special,2,6.59,11042
4540,3776,Go! Go! Itsutsugo Land,School,TV,50,6.59,393
4549,17637,Miyakawa-ke no Kuufuku,Slice of Life,ONA,10,6.59,12077
4556,12929,Saint Seiya Omega,"Action, Adventure, Fantasy, Shounen",TV,97,6.59,22684
4563,1746,Zoids Fuzors,"Adventure, Mecha, Sci-Fi, Shounen",TV,26,6.59,7087
4580,3099,Juusenshi Gulkeeva,"Action, Fantasy, Mecha, Super Power",TV,26,6.58,855
4581,6374,Kagaku Ninja-tai Gatchaman II,"Action, Adventure, Sci-Fi, Shounen",TV,52,6.58,903
4582,10202,Kamen Rider Den-O: Imagin Anime 3,"Action, Adventure, Comedy, Kids, Super Power",OVA,12,6.58,350
4583,19685,Kanojo ga Flag wo Oraretara,"Comedy, Harem, Romance, School",TV,13,6.58,74634
4585,6310,Kinnikuman II Sei: Second Generations,Comedy,Movie,1,6.58,459
4597,11853,Pokemon: Pikachu no Summer Bridge Story,"Adventure, Comedy, Fantasy, Kids",Special,1,6.57,2535
4598,28511,Precure All Stars Movie: Haru no Carnival♪,"Action, Comedy, Fantasy, Magic, Music, Shoujo",Movie,1,6.58,988
4606,5819,Tori no Uta,Fantasy,OVA,1,6.58,2426
4608,9376,Yamato Takeru: After War,"Action, Adventure, Fantasy, Magic, Mecha, Sci-Fi, Shounen, Space",OVA,2,6.58,243
4617,1600,Galaxy Angel Rune,"Comedy, Sci-Fi",TV,13,6.57,3551
4622,25283,Kuusen Madoushi Kouhosei no Kyoukan,"Action, Drama, Fantasy, Magic, School",TV,12,6.57,81870
4623,1039,Mizuiro (2003),"Drama, Romance, Supernatural",OVA,2,6.57,2325
4624,4933,Muu no Hakugei,"Action, Fantasy, Sci-Fi",TV,26,6.57,344
4626,1163,Neo Ranga,"Adventure, Horror, Mecha",TV,48,6.57,5332
4629,7550,Pokemon: Pikachu Tanken Club,"Adventure, Comedy, Fantasy, Kids",Special,1,6.57,3571
4630,1527,Pokemon: Senritsu no Mirage Pokemon,"Adventure, Comedy, Fantasy, Kids",Special,1,6.57,13040
4634,28861,Takamiya Nasuno Desu!: Teekyuu Spin-off,"Comedy, Shounen",TV,12,6.57,8213
4644,16702,Doraemon: Nobita to Mirai Note,"Adventure, Fantasy, Kids, Sci-Fi, Shounen",OVA,1,6.56,271
4647,2809,Fuusen Shoujo Temple-chan,"Adventure, Comedy, Kids",TV,26,6.56,204
4651,1570,Happiness!,"Comedy, Harem, Magic, Romance, School",TV,12,6.56,24393
4653,12429,Last Exile: Ginyoku no Fam Recaps,"Action, Adventure, Sci-Fi",Special,2,6.56,4621
4654,1495,Maetel Legend,"Drama, Sci-Fi, Space",OVA,2,6.56,1974
4655,7601,Mashin Eiyuuden Wataru: Owarinaki Toki no Monogatari,Fantasy,OVA,3,6.56,318
4658,2503,Nangoku Shounen Papuwa-kun,"Adventure, Comedy, Shounen",TV,42,6.56,407
4659,23605,Ninja Slayer From Animation,Action,ONA,26,6.56,26062
4668,4154,Time Bokan Series: Yattodetaman,"Action, Adventure, Comedy, Fantasy, Mecha",TV,52,6.56,1012
4672,22249,Yodaka no Hoshi,"Adventure, Kids",Movie,1,6.56,1082
4674,3401,Aru Tabibito no Nikki Specials,"Adventure, Fantasy",Special,3,6.55,5473
4677,348,Binzume Yousei,"Comedy, Fantasy, Magic, Slice of Life",TV,13,6.55,12852
4695,2740,Monkey Turn,"Drama, Sports",TV,25,6.55,586
4697,3535,Neko Ramen,Comedy,ONA,13,6.55,2059
4706,3864,Souten no Ken Specials,"Action, Historical, Martial Arts, Shounen",Special,4,6.55,1122
4708,8966,Tottoko Hamtarou OVA 4: Hamuchanzu no Mezase! Hamuhamu Kin Medal - Hashire! Hashire! Daisakusen,"Adventure, Comedy, Kids",OVA,1,6.55,738
4709,1900,Twin Signal: Family Game,"Action, Comedy, Mecha, Sci-Fi",OVA,3,6.55,1026
4716,30143,Bobobo-bo Bo-bobo Recap,"Action, Comedy, Parody, Sci-Fi, Shounen",Special,1,6.54,606
4727,30524,Kagewani,"Horror, Mystery, Supernatural, Thriller",TV,13,6.54,19225
4731,2040,Mahou no Angel Sweet Mint,"Magic, Shoujo",TV,47,6.54,879
4732,13239,Mass Effect: Paragon Lost,"Action, Adventure, Sci-Fi",Movie,1,6.54,5305
4734,20931,Oneechan ga Kita,"Comedy, Slice of Life",TV,12,6.54,45457
4737,9799,Shin-Men,"Action, Comedy, Kids",TV,13,6.54,479
4741,4801,Suhoyojeong Michel,"Adventure, Fantasy, Kids",TV,26,6.54,376
4750,10319,Chou Dendou Robo Tetsujin 28-gou FX,"Action, Adventure, Mecha, Sci-Fi",TV,47,6.53,354
4753,2687,Gokuu no Daibouken,"Comedy, Fantasy",TV,39,6.53,266
4755,7083,Hakushaku to Yousei Specials,"Adventure, Fantasy, Historical, Magic",Special,6,6.53,5142
4764,4388,Mazinger Z tai Dr. Hell,"Action, Drama, Mecha, Sci-Fi, Shounen",Movie,1,6.53,630
4766,20033,Miss Monochrome: The Animation,"Comedy, Music, Slice of Life",TV,13,6.53,30403
4770,3444,The Ultraman,"Action, Sci-Fi, Shounen, Space, Super Power",TV,50,6.53,737
4777,4085,Yonimo Osoroshii Grimm Douwa,"Dementia, Horror, Psychological",OVA,3,6.53,683
4779,9737,Appleseed XIII,"Action, Mecha, Military, Police, Sci-Fi",OVA,13,6.52,9336
4780,1270,Black Magic M-66,"Action, Mecha, Military, Sci-Fi",OVA,1,6.52,5496
4787,1905,Harukanaru Toki no Naka de: Hachiyou Shou Specials,"Fantasy, Historical, Magic, Romance, Shoujo, Supernatural",Special,8,6.52,1773
4792,7571,Kita e.: Diamond Dust Drops Special,"Drama, Slice of Life",Special,1,6.52,804
4795,23831,Mahou Shoujo Madoka★Magica Movie 3: Hangyaku no Monogatari - Magica Quartet x Nisioisin,Comedy,Movie,4,6.52,6946
4797,30291,Mini Hama: Minimum Hamatora,"Comedy, Mystery, School, Shounen, Super Power",TV,8,6.53,1947
4798,2302,Mobile Suit SD Gundam Mk I,"Mecha, Parody, Sci-Fi",Special,3,6.52,2371
4804,1999,Sakura Taisen: Sumire,"Adventure, Drama, Mecha, Sci-Fi, Shounen",OVA,1,6.52,1655
4805,3755,Sekai Meisaku Douwa: Oyayubi Hime,"Fantasy, Kids",Movie,1,6.52,432
4816,1107,Youjuu Toshi,"Action, Adventure, Demons, Drama, Horror, Super Power",Movie,1,6.52,13480
4821,1333,Fushigi na Koala Blinky,"Adventure, Comedy, Fantasy, Kids",TV,26,6.51,480
4824,28913,Hidamari Sketch x 365 Recap,"Comedy, School, Slice of Life",Special,1,6.51,424
4826,17813,Kyoto Animation: Megane-hen,Thriller,Special,1,6.51,5705
4827,22113,Kyoukaisenjou no Horizon Specials,"Comedy, Fantasy, School",ONA,4,6.51,1967
4833,2267,Red Garden: Dead Girls,"Mecha, Mystery",OVA,1,6.51,5652
4834,2168,Sakura Taisen: New York,"Adventure, Comedy, Supernatural",OVA,6,6.51,1769
4847,5337,Bakugan Battle Brawlers: New Vestroia,"Adventure, Fantasy, Game, Shounen",TV,52,6.5,14694
4849,3007,Bronze: Kouji Nanjo Cathexis,"Music, Shounen Ai",OVA,1,6.5,2929
4852,2256,Choujuu Kishin Dancougar: Ushinawareta Monotachi e no Requiem,"Action, Drama, Mecha",OVA,1,6.5,653
4853,833,Choujuushin Gravion,"Action, Comedy, Mecha, Sci-Fi, Shounen",TV,13,6.5,8364
4860,30895,HaruChika: Haruta to Chika wa Seishun suru,"Mystery, Romance, School, Slice of Life",TV,12,6.5,49971
4866,18845,Ninja Hattori-kun (2012),Comedy,TV,52,6.5,282
4871,1217,Seikimatsu★Darling,"Comedy, Drama, Romance, Shounen Ai",OVA,1,6.5,4816
4873,9403,Shin Mashin Eiyuuden Wataru Majinzan,"Action, Adventure, Comedy, Fantasy, Mecha, Sci-Fi",OVA,2,6.5,213
4874,1048,The SoulTaker: Tamashii-gari,"Demons, Horror, Supernatural",TV,13,6.5,15796
4897,1884,Himesama Goyoujin,Comedy,TV,12,6.49,1623
4900,2293,Kyoushoku Soukou Guyver,"Action, Horror, Sci-Fi, Super Power",Movie,1,6.49,3185
4908,21703,Pokemon XY: New Year Special,"Action, Adventure, Comedy, Fantasy, Kids",Special,1,6.49,2270
4911,10013,Shouwa Monogatari (Movie),"Drama, Historical",Movie,1,6.49,878
4919,4070,Black Jack: Dr. Pinoko no Mori no Bouken,Comedy,Special,1,6.48,1272
4920,13169,Buta,"Adventure, Comedy, Fantasy, Historical",Movie,1,6.48,4850
4921,69,Cluster Edge,"Action, Fantasy, Military, Sci-Fi",TV,25,6.48,6995
4924,8145,Gegege no Kitarou: Nippon Bakuretsu,"Action, Fantasy, Horror, Kids, Shounen, Supernatural",Movie,1,6.48,340
4927,5600,Little El Cid no Bouken,"Adventure, Historical, Kids",TV,26,6.48,274
4937,24763,Robot Girls Z Specials,"Comedy, Mecha, Parody",Special,3,6.48,1592
4943,6397,Tentou Mushi no Uta,"Drama, Slice of Life",TV,104,6.48,249
4948,3011,Yotsunoha,"Romance, School",OVA,2,6.48,8565
4957,1262,Macross II: Lovers Again,"Adventure, Mecha, Military, Sci-Fi, Shounen, Space",OVA,6,6.47,6760
4963,31168,Pokemon XY: Odemashi Ko Majin Hoopa,"Action, Fantasy, Kids",OVA,1,6.47,1829
4964,5223,Robotan (1986),"Comedy, Kids",TV,33,6.47,294
4965,8373,Shin Mitsubachi Maya no Bouken,"Adventure, Comedy",TV,52,6.47,1286
4969,27629,Tantei Kageki Milky Holmes TD,"Comedy, Mystery, Super Power",TV,12,6.47,4967
4974,8194,Akuma-kun,"Adventure, Fantasy, Horror, Magic, Supernatural",TV,42,6.46,382
4977,7667,Dr. Slump Movie 03: Arale-chan Hoyoyo! Sekai Isshuu Dai Race,"Comedy, Sci-Fi, Shounen",Movie,1,6.46,557
4981,5900,Jean Valjean Monogatari,Drama,Special,1,6.46,422
4994,3474,Push,Parody,Special,1,6.46,1272
5004,6075,Ai no Wakakusa Yama Monogatari,Comedy,TV,12,6.45,527
5022,10028,Magic Knight Rayearth Omake,"Adventure, Comedy, Drama, Fantasy, Magic, Mecha, Romance, Shoujo",Special,5,6.45,1730
5025,362,Memories Off 2nd,"Drama, Romance",OVA,3,6.45,2750
5033,17068,Transfer,"Action, Music",Music,1,6.45,797
5035,3234,009-1: R&B,"Action, Sci-Fi, Seinen",Special,1,6.44,2988
5040,14875,Eureka Seven AO: Jungfrau no Hanabana-tachi,"Action, Adventure, Drama, Mecha, Sci-Fi",OVA,1,6.44,6756
5045,24873,Juuou Mujin no Fafnir,"Fantasy, Harem, Romance, School",TV,12,6.44,59544
5053,6331,Ten Little Gall Force,"Action, Comedy, Mecha, Military, Parody, Sci-Fi, Space",OVA,1,6.44,701
5061,12967,Arcana Famiglia,"Action, Harem, Romance, Shoujo",TV,12,6.43,106391
5065,18881,Code Geass: Hangyaku no Lelouch - Kiseki no Birthday Picture Drama Flash Special,"School, Supernatural",Special,1,6.43,5005
5068,8146,Gegege no Kitarou: Daikaijuu,"Action, Fantasy, Horror, Shounen, Supernatural",Movie,1,6.43,305
5073,5013,Juugo Shounen Hyouryuuki,"Adventure, Drama, Historical",Special,1,6.43,305
5076,7598,Loups=Garous,"Mystery, Sci-Fi, Thriller",Movie,1,6.43,12350
5078,3881,Majokko Tickle,"Comedy, Magic, Shoujo",TV,45,6.43,471
5090,9591,Code Geass: Hangyaku no Lelouch R2: Flash Specials,Parody,Special,9,6.42,9291
5094,9389,Ginga Hyouryuu Vifam: Kieta 12-nin,"Action, Adventure, Mecha, Sci-Fi",OVA,1,6.42,205
5109,8960,MonHun Nikki Girigiri Airou Mura: Airou Kiki Ippatsu,"Action, Comedy",TV,10,6.42,787
5110,5006,Nagagutsu Sanjuushi,"Adventure, Fantasy, Kids",Movie,1,6.42,542
5119,3507,Survival,"Dementia, Drama, Music, Psychological, School, Supernatural",Music,1,6.42,2153
5122,8961,Tono to Issho: Ippunkan Gekijou,"Comedy, Samurai, Seinen",TV,12,6.42,2321
5124,6234,True Tears Specials,"Comedy, Parody, School",Special,7,6.42,7296
5125,10405,Xi Avant,"Adventure, Sci-Fi",Movie,1,6.41,2379
5128,17681,Zettai Bouei Leviathan,"Comedy, Fantasy, Magic",TV,13,6.42,18202
5134,4513,Hakujaden,"Adventure, Fantasy, Historical, Romance",Movie,1,6.41,1542
5136,4928,Idol Tenshi Youkoso Yoko,"Comedy, Drama, Shoujo",TV,43,6.41,419
5138,3315,Kikou Keisatsu Metal Jack,"Action, Mecha, Police, Sci-Fi",TV,37,6.41,349
5141,2162,Koutetsu Sangokushi,"Adventure, Historical, Shounen",TV,25,6.41,6544
5147,18639,Rinne no Lagrange Season 2 Specials,Comedy,Special,6,6.41,1599
5151,2027,Wind: A Breath of Heart Specials,"Comedy, Romance, School",Special,4,6.41,1335
5159,22443,Hello Kitty no Alps no Shoujo Heidi,Kids,OVA,1,6.4,153
5161,28883,Hidan no Aria AA,"Action, School, Shoujo Ai",TV,12,6.4,39538
5167,19575,Kobayashi ga Kawai sugite Tsurai!!,"Romance, School, Shoujo",OVA,2,6.4,4251
5176,10594,Tokimeki Tonight Recaps,"Comedy, Fantasy, Romance, Shoujo, Vampire",Special,2,6.4,220
5186,7752,Bao Lian Deng,"Action, Adventure, Fantasy",Movie,1,6.39,225
5189,22733,Dragon Collection,"Fantasy, Shounen",TV,51,6.39,3229
5193,2281,Jikuu Tantei Genshi-kun,"Adventure, Comedy, Fantasy, Mystery, Sci-Fi, Shounen",TV,39,6.39,5541
5194,9748,Kaze wo Nuke!,Sports,OVA,1,6.39,187
5206,8249,Votoms Finder,"Action, Drama, Mecha, Military, Sci-Fi",OVA,1,6.39,1735
5207,12123,Yurumates 3D,"Comedy, Seinen, Slice of Life",TV,13,6.39,5678
5212,2156,Bakugan Battle Brawlers,"Action, Fantasy, Game",TV,52,6.38,25846
5218,24675,Future Card Buddyfight Recap,Game,Special,1,6.38,277
5220,6271,Gendai Kibunroku Kaii Monogatari,Horror,OVA,1,6.38,704
5226,19351,Nijiiro☆Prism Girl,"Comedy, Romance, School, Shoujo",OVA,4,6.38,1390
5229,29511,Ongaku Shoujo,"Music, Slice of Life",Movie,1,6.38,6289
5232,5693,"Shinran-sama: Negai, Soshite Hikari",Historical,OVA,1,6.38,150
5235,3724,Taiko no Tatsujin,Game,TV,26,6.38,406
5242,28593,Yuusha ni Narenakatta Ore wa Shibushibu Shuushoku wo Ketsui Shimashita. Specials,Comedy,Special,5,6.38,3818
5243,454,.hack//Gift,"Comedy, Fantasy, Game",OVA,1,6.37,15411
5252,4298,Futari no Joe,"Shounen, Sports",OVA,6,6.37,461
5258,23897,Lovely Movie: Itoshi no Muco,Slice of Life,TV,20,6.37,503
5266,8042,Taishou Yakyuu Musume. Specials,"School, Sports",Special,2,6.37,907
5279,5652,Glass no Kantai: La Legende du Vent de l'Univers Specials,"Adventure, Sci-Fi",Special,2,6.36,1005
5282,3834,Hoshi no Ko Chobin,"Adventure, Sci-Fi",TV,26,6.36,231
5285,1777,Kaze no Tairiku,"Action, Adventure, Fantasy, Supernatural",Movie,1,6.36,2552
5286,2155,Kono Aozora ni Yakusoku wo: Youkoso Tsugumi Ryou e,"Harem, Romance, School",TV,13,6.36,12622
5292,337,Psychic Academy,"Comedy, Romance, Supernatural",TV,24,6.36,7751
5300,20365,Another: Misaki Mei - Shizuka ni,Music,Music,1,6.36,10775
5304,6628,Dengeki Bunko 2007 Movie Festival Special,Comedy,Special,1,6.35,2793
